attempt_id,transaction_id,decision,decline_reason,auth_ts
AUTH-000804,TXN-000279,approved,,2026-06-16T20:35:57Z
AUTH-000805,TXN-000588,declined,insufficient_funds,2026-07-13T18:39:23Z
AUTH-000806,TXN-000208,approved,,2026-06-29T01:52:58Z
AUTH-000807,TXN-000374,approved,,2026-06-10T02:56:23Z
AUTH-000808,TXN-000782,approved,,2026-07-30T03:41:30Z
AUTH-000809,TXN-001399,declined,insufficient_funds,2026-07-01T19:43:41Z
AUTH-000810,TXN-000928,approved,,2026-07-02T02:40:51Z
AUTH-000811,TXN-001966,approved,,2026-07-01T17:29:14Z
AUTH-000812,TXN-000416,approved,,2026-07-03T03:26:13Z
AUTH-000813,TXN-000664,approved,,2026-11-18T11:55:25Z
AUTH-000814,TXN-001678,approved,,2026-06-05T17:06:11Z
AUTH-000815,TXN-000516,approved,,2026-06-15T04:45:00Z
AUTH-000816,TXN-001352,approved,,2026-08-05T12:10:43Z
AUTH-000817,TXN-999999,approved,,2026-07-05T22:29:33Z
AUTH-000818,TXN-001624,approved,,2026-07-22T21:14:50Z
AUTH-000819,TXN-000657,approved,,2026-06-08T10:16:41Z
AUTH-000820,TXN-999999,approved,,2026-06-29T08:58:32Z
AUTH-000821,TXN-001968,declined,insufficient_funds,2026-06-10T16:58:58Z
AUTH-000822,TXN-000726,approved,,2026-08-02T21:08:13Z
AUTH-000823,TXN-001043,declined,suspected_fraud,2026-06-07T17:27:13Z
AUTH-000824,TXN-001190,approved,,2026-06-15T23:07:47Z
AUTH-000825,TXN-001500,approved,,2026-06-28T03:51:29Z
AUTH-000826,TXN-001409,approved,,2026-06-07T22:31:00Z
AUTH-000827,TXN-001001,approved,,2026-07-03T03:12:17Z
AUTH-000828,TXN-001321,approved,,2026-06-22T23:26:28Z
AUTH-000829,TXN-000425,approved,,2026-06-14T07:53:27Z
AUTH-000830,TXN-001092,declined,do_not_honour,2026-06-10T15:56:18Z
AUTH-000831,TXN-001553,approved,,2026-06-20T02:42:08Z
AUTH-000832,TXN-000497,approved,,2026-06-12T12:18:05Z
AUTH-000833,TXN-001765,approved,,2026-06-27T20:56:50Z
AUTH-000834,TXN-001757,approved,,2026-06-10T17:02:52Z
AUTH-000835,TXN-000790,approved,,2026-06-11T17:48:17Z
AUTH-000836,TXN-001248,approved,,2026-07-02T21:19:55Z
AUTH-000837,TXN-001236,approved,,2026-06-08T12:34:02Z
AUTH-000838,TXN-000990,approved,,2026-06-07T00:10:33Z
AUTH-000839,TXN-000040,approved,,2026-06-17T13:50:31Z
AUTH-000840,TXN-001505,approved,,2027-04-11T01:53:45Z
AUTH-000841,TXN-001554,approved,,2026-06-13T09:45:12Z
AUTH-000842,TXN-999999,declined,insufficient_funds,2026-06-14T22:03:27Z
AUTH-000843,TXN-001944,approved,,2026-06-17T06:45:16Z
AUTH-000844,TXN-001902,approved,,2026-07-04T00:12:12Z
AUTH-000845,TXN-001886,approved,,2026-07-02T17:03:23Z
AUTH-000846,TXN-001711,approved,,2026-06-23T19:40:44Z
AUTH-000847,TXN-001225,declined,insufficient_funds,2026-06-30T15:25:35Z
AUTH-000848,TXN-001130,approved,,2026-06-25T20:57:23Z
AUTH-000849,TXN-001289,approved,,2026-06-18T21:50:08Z
AUTH-000850,TXN-000143,approved,,2026-06-16T06:33:40Z
AUTH-000851,TXN-000368,approved,,2026-06-23T19:09:35Z
AUTH-000852,TXN-000541,approved,,2026-07-02T02:32:12Z
AUTH-000853,TXN-001112,approved,,2026-06-22T01:02:33Z
AUTH-000854,TXN-001965,declined,incorrect_pin,2026-07-11T04:24:35Z
AUTH-000855,TXN-999999,approved,,2026-06-20T19:39:07Z
AUTH-000856,TXN-000115,approved,,2026-06-17T08:31:31Z
AUTH-000857,TXN-000759,approved,,2026-06-27T10:59:22Z
AUTH-000858,TXN-001682,declined,expired_card,2026-06-10T06:45:26Z
AUTH-000859,TXN-001150,approved,,2027-06-27T15:18:46Z
AUTH-000860,TXN-000249,approved,,2026-06-08T12:26:17Z
AUTH-000861,TXN-001338,approved,,2026-06-22T04:22:28Z
AUTH-000862,TXN-000194,approved,,2026-06-18T21:44:41Z
AUTH-000863,TXN-000372,approved,,2026-06-05T00:29:52Z
AUTH-000864,TXN-999999,declined,insufficient_funds,2026-06-25T20:57:23Z
AUTH-000865,TXN-000218,approved,,2026-06-25T17:33:14Z
AUTH-000866,TXN-001072,approved,,2026-06-12T12:44:35Z
AUTH-000867,TXN-999999,approved,,2026-06-20T22:59:59Z
AUTH-000868,TXN-000028,approved,,2026-07-05T23:14:37Z
AUTH-000869,TXN-001067,approved,,2026-06-28T21:23:20Z
AUTH-000870,TXN-001521,declined,incorrect_pin,2026-06-19T03:56:59Z
AUTH-000871,TXN-001051,approved,,2026-06-30T02:43:24Z
AUTH-000872,TXN-000269,approved,,2026-06-26T22:59:02Z
AUTH-000873,TXN-000781,approved,,2027-03-30T11:43:23Z
AUTH-000874,TXN-001217,approved,,2026-06-08T07:00:37Z
AUTH-000875,TXN-000419,approved,,2026-06-09T02:15:19Z
AUTH-000876,TXN-001264,approved,,2026-06-27T04:39:10Z
AUTH-000877,TXN-001942,approved,,2026-06-17T08:36:31Z
AUTH-000878,TXN-000471,approved,,2026-06-13T21:42:07Z
AUTH-000879,TXN-000873,approved,,2026-06-16T09:37:10Z
AUTH-000880,TXN-000959,approved,,2026-07-01T01:07:06Z
AUTH-000881,TXN-001647,approved,,2026-06-15T19:11:49Z
AUTH-000882,TXN-000817,approved,,2026-06-22T08:44:04Z
AUTH-000883,TXN-001477,approved,,2026-06-25T20:19:16Z
AUTH-000884,TXN-000855,approved,,2026-06-12T07:11:33Z
AUTH-000885,TXN-001739,declined,expired_card,2026-06-17T13:59:25Z
AUTH-000886,TXN-001408,approved,,2026-06-28T18:25:52Z
AUTH-000887,TXN-001965,declined,suspected_fraud,2026-06-17T14:03:35Z
AUTH-000888,TXN-000499,approved,,2026-06-15T10:44:44Z
AUTH-000889,TXN-000987,approved,,2026-06-16T03:21:37Z
AUTH-000890,TXN-000926,approved,,2026-06-11T22:14:05Z
AUTH-000891,TXN-001526,approved,,2026-06-28T22:40:14Z
AUTH-000892,TXN-001467,approved,,2026-06-08T20:54:04Z
AUTH-000893,TXN-001569,declined,insufficient_funds,2026-06-28T22:12:23Z
AUTH-000894,TXN-001856,approved,,2026-06-29T19:19:39Z
AUTH-000895,TXN-000570,approved,,2026-06-24T18:39:46Z
AUTH-000896,TXN-001598,approved,,2026-06-22T20:42:15Z
AUTH-000897,TXN-000426,approved,,2026-07-19T07:15:10Z
AUTH-000898,TXN-000563,approved,,2026-06-22T00:52:39Z
AUTH-000899,TXN-001515,approved,,2026-07-01T17:26:17Z
AUTH-000900,TXN-000347,approved,,2026-06-10T23:03:08Z
AUTH-000901,TXN-000883,approved,,2026-06-24T14:36:34Z
AUTH-000902,TXN-001396,approved,,2026-06-24T21:20:10Z
AUTH-000903,TXN-001426,approved,,2026-07-02T06:16:29Z
AUTH-000904,TXN-001077,approved,,2026-06-09T08:01:50Z
AUTH-000905,TXN-000936,declined,suspected_fraud,2026-07-02T09:56:34Z
AUTH-000906,TXN-000180,approved,,2026-06-28T12:19:46Z
AUTH-000907,TXN-001366,approved,,2026-07-22T03:42:33Z
AUTH-000908,TXN-001473,declined,insufficient_funds,2026-06-06T15:49:47Z
AUTH-000909,TXN-001761,approved,,2026-06-08T23:45:17Z
AUTH-000910,TXN-000163,approved,,2026-06-22T23:46:50Z
AUTH-000911,TXN-001033,approved,,2026-06-20T22:44:59Z
AUTH-000912,TXN-999999,approved,,2026-06-25T10:30:54Z
AUTH-000913,TXN-001682,declined,do_not_honour,2026-06-10T06:45:26Z
AUTH-000914,TXN-001907,approved,,2026-09-29T18:32:38Z
AUTH-000915,TXN-000009,declined,expired_card,2026-07-01T23:20:34Z
AUTH-000916,TXN-001712,approved,,2026-07-05T10:05:47Z
AUTH-000917,TXN-000236,approved,,2026-06-09T15:54:37Z
AUTH-000918,TXN-001001,declined,suspected_fraud,2026-07-03T03:12:17Z
AUTH-000919,TXN-001356,approved,,2026-07-03T17:11:34Z
AUTH-000920,TXN-001327,approved,,2026-06-22T02:00:37Z
AUTH-000921,TXN-001918,approved,,2026-07-08T12:45:40Z
AUTH-000922,TXN-001476,approved,,2026-06-26T01:22:57Z
AUTH-000923,TXN-000421,approved,,2026-06-18T19:55:23Z
AUTH-000924,TXN-999999,declined,do_not_honour,2026-06-07T03:43:28Z
AUTH-000925,TXN-001958,approved,,2026-06-06T08:37:27Z
AUTH-000926,TXN-001953,approved,,2026-06-17T17:22:21Z
AUTH-000927,TXN-001868,approved,,2026-06-17T02:56:01Z
AUTH-000928,TXN-000925,approved,,2026-06-08T04:34:02Z
AUTH-000929,TXN-000417,approved,,2026-06-11T05:48:58Z
AUTH-000930,TXN-000522,approved,,2026-07-04T13:43:13Z
AUTH-000931,TXN-000453,approved,,2026-07-04T04:04:44Z
AUTH-000932,TXN-000264,approved,,2026-07-02T03:55:25Z
AUTH-000933,TXN-001816,approved,,2026-07-05T11:24:33Z
AUTH-000934,TXN-000184,approved,,2026-06-13T22:56:30Z
AUTH-000935,TXN-001997,approved,,2026-06-16T22:51:15Z
AUTH-000936,TXN-001264,approved,,2026-06-27T04:39:10Z
AUTH-000937,TXN-000763,declined,do_not_honour,2026-06-25T06:30:27Z
AUTH-000938,TXN-000357,approved,,2026-06-15T04:13:25Z
AUTH-000939,TXN-001490,declined,expired_card,2026-06-15T01:09:02Z
AUTH-000940,TXN-001598,approved,,2026-06-22T20:42:15Z
AUTH-000941,TXN-001738,approved,,2026-06-16T18:59:12Z
AUTH-000942,TXN-000482,approved,,2026-06-10T17:35:04Z
AUTH-000943,TXN-001839,approved,,2026-07-04T15:34:40Z
AUTH-000944,TXN-000547,approved,,2026-06-06T04:29:04Z
AUTH-000945,TXN-001544,approved,,2027-05-08T04:49:09Z
AUTH-000946,TXN-001329,approved,,2026-06-05T20:37:40Z
AUTH-000947,TXN-001085,approved,,2026-06-19T13:30:18Z
AUTH-000948,TXN-001011,declined,incorrect_pin,2026-07-27T05:12:25Z
AUTH-000949,TXN-000947,declined,expired_card,2026-06-18T11:55:53Z
AUTH-000950,TXN-001256,approved,,2026-06-13T15:12:56Z
AUTH-000951,TXN-000638,approved,,2026-06-29T00:58:19Z
AUTH-000952,TXN-000526,approved,,2026-07-01T21:31:31Z
AUTH-000953,TXN-000150,approved,,2026-06-26T22:35:43Z
AUTH-000954,TXN-000377,approved,,2026-07-31T07:55:20Z
AUTH-000955,TXN-001858,approved,,2026-06-25T03:46:47Z
AUTH-000956,TXN-999999,approved,,2026-06-29T13:35:28Z
AUTH-000957,TXN-001963,approved,,2026-06-27T02:45:36Z
AUTH-000958,TXN-000508,approved,,2026-06-24T20:53:08Z
AUTH-000959,TXN-000054,approved,,2026-07-28T03:53:10Z
AUTH-000960,TXN-001636,approved,,2026-06-27T03:30:15Z
AUTH-000961,TXN-000141,approved,,2027-01-15T05:49:46Z
AUTH-000962,TXN-001821,approved,,2026-06-12T16:56:00Z
AUTH-000963,TXN-001643,approved,,2026-07-03T18:18:04Z
AUTH-000964,TXN-000042,approved,,2026-06-14T03:26:04Z
AUTH-000965,TXN-001065,approved,,2026-06-29T00:37:55Z
AUTH-000966,TXN-001503,approved,,2026-06-10T00:36:20Z
AUTH-000967,TXN-000454,approved,,2026-07-02T05:36:26Z
AUTH-000968,TXN-001397,approved,,2026-06-24T22:39:49Z
AUTH-000969,TXN-001397,approved,,2026-06-24T22:39:49Z
AUTH-000970,TXN-000365,approved,,2026-06-21T08:28:35Z
AUTH-000971,TXN-000927,approved,,2026-06-05T15:55:22Z
AUTH-000972,TXN-001515,declined,incorrect_pin,2026-07-01T17:26:17Z
AUTH-000973,TXN-001101,approved,,2026-06-07T09:20:51Z
AUTH-000974,TXN-000489,approved,,2026-07-01T05:43:39Z
AUTH-000975,TXN-000806,approved,,2026-06-16T11:22:18Z
AUTH-000976,TXN-001609,approved,,2027-04-02T16:18:27Z
AUTH-000977,TXN-000845,approved,,2027-05-12T20:12:43Z
AUTH-000978,TXN-001911,approved,,2026-06-27T06:49:11Z
AUTH-000979,TXN-001651,approved,,2026-06-08T23:16:39Z
AUTH-000980,TXN-000790,declined,insufficient_funds,2026-06-11T17:48:17Z
AUTH-000981,TXN-001234,approved,,2026-06-22T18:53:00Z
AUTH-000982,TXN-000647,approved,,2026-12-30T23:41:53Z
AUTH-000983,TXN-000447,approved,,2026-06-25T20:47:51Z
AUTH-000984,TXN-001504,approved,,2026-06-19T05:34:40Z
AUTH-000985,TXN-001046,approved,,2026-06-26T04:24:22Z
AUTH-000986,TXN-001013,approved,,2026-06-16T10:57:44Z
AUTH-000987,TXN-001835,approved,,2026-06-25T14:28:11Z
AUTH-000988,TXN-001801,approved,,2026-06-21T23:49:02Z
AUTH-000989,TXN-001898,approved,,2026-06-24T00:59:48Z
AUTH-000990,TXN-000800,approved,,2026-06-15T05:32:21Z
AUTH-000991,TXN-000679,declined,do_not_honour,2026-06-10T19:40:59Z
AUTH-000992,TXN-001582,approved,,2026-06-18T13:33:15Z
AUTH-000993,TXN-001505,declined,suspected_fraud,2027-04-11T01:53:45Z
AUTH-000994,TXN-001962,approved,,2026-06-26T18:59:44Z
AUTH-000995,TXN-000486,approved,,2026-06-06T16:18:26Z
AUTH-000996,TXN-000551,declined,insufficient_funds,2026-06-05T05:30:45Z
AUTH-000997,TXN-000806,approved,,2026-06-16T11:22:18Z
AUTH-000998,TXN-000026,approved,,2026-06-09T00:25:51Z
AUTH-000999,TXN-000583,declined,do_not_honour,2026-06-08T19:53:25Z
AUTH-001000,TXN-001691,approved,,2027-05-28T12:10:51Z
AUTH-001001,TXN-000752,approved,,2026-07-05T21:41:54Z
AUTH-001002,TXN-001838,approved,,2026-06-22T06:27:05Z
AUTH-001003,TXN-001852,approved,,2026-06-23T07:02:38Z
AUTH-001004,TXN-000089,approved,,2026-06-05T08:46:52Z
AUTH-001005,TXN-000052,approved,,2026-11-12T19:03:38Z
AUTH-001006,TXN-001945,approved,,2026-06-15T06:54:19Z
AUTH-001007,TXN-000015,declined,do_not_honour,2026-06-08T10:00:35Z
AUTH-001008,TXN-001796,approved,,2026-06-27T12:33:50Z
AUTH-001009,TXN-000833,approved,,2026-06-24T18:12:07Z
AUTH-001010,TXN-001485,approved,,2026-06-08T06:24:24Z
AUTH-001011,TXN-000779,approved,,2026-06-17T19:29:29Z
AUTH-001012,TXN-000937,approved,,2026-06-28T00:12:32Z
AUTH-001013,TXN-999999,declined,incorrect_pin,2026-06-27T07:41:49Z
AUTH-001014,TXN-001870,approved,,2026-06-20T18:11:28Z
AUTH-001015,TXN-000813,declined,insufficient_funds,2026-06-15T13:01:37Z
AUTH-001016,TXN-001543,approved,,2026-06-11T11:40:52Z
AUTH-001017,TXN-000958,approved,,2026-06-22T14:34:19Z
AUTH-001018,TXN-001700,approved,,2026-07-31T07:17:43Z
AUTH-001019,TXN-001146,declined,expired_card,2026-07-01T03:25:08Z
AUTH-001020,TXN-000692,approved,,2026-06-21T19:11:49Z
AUTH-001021,TXN-001532,approved,,2026-06-11T16:38:05Z
AUTH-001022,TXN-000666,approved,,2026-07-12T18:10:37Z
AUTH-001023,TXN-000856,approved,,2026-06-07T06:16:30Z
AUTH-001024,TXN-000192,approved,,2026-06-13T01:36:27Z
AUTH-001025,TXN-001346,approved,,2026-06-07T03:43:28Z
AUTH-001026,TXN-000049,declined,expired_card,2026-06-29T22:27:50Z
AUTH-001027,TXN-001217,approved,,2026-06-08T07:00:37Z
AUTH-001028,TXN-000587,approved,,2026-06-10T18:35:31Z
AUTH-001029,TXN-000111,approved,,2026-06-23T19:12:04Z
AUTH-001030,TXN-001251,approved,,2026-06-09T10:54:59Z
AUTH-001031,TXN-001945,approved,,2026-06-15T06:54:19Z
AUTH-001032,TXN-000568,approved,,2026-07-04T10:48:18Z
AUTH-001033,TXN-000315,approved,,2027-03-08T15:11:16Z
AUTH-001034,TXN-001947,approved,,2026-07-13T10:34:24Z
AUTH-001035,TXN-001858,declined,do_not_honour,2026-06-25T03:46:47Z
AUTH-001036,TXN-000666,approved,,2026-06-18T18:12:45Z
AUTH-001037,TXN-000875,approved,,2026-10-10T15:29:42Z
AUTH-001038,TXN-000763,approved,,2026-06-25T06:30:27Z
AUTH-001039,TXN-001271,approved,,2026-07-03T00:11:25Z
AUTH-001040,TXN-000505,approved,,2026-06-26T02:37:38Z
AUTH-001041,TXN-000315,approved,,2027-03-08T15:11:16Z
AUTH-001042,TXN-000923,approved,,2026-07-29T04:42:15Z
AUTH-001043,TXN-000959,approved,,2026-07-01T01:07:06Z
AUTH-001044,TXN-001654,approved,,2026-06-26T09:59:16Z
AUTH-001045,TXN-001927,approved,,2026-06-29T10:32:55Z
AUTH-001046,TXN-000333,approved,,2026-07-02T02:55:31Z
AUTH-001047,TXN-000739,approved,,2026-06-23T13:20:00Z
AUTH-001048,TXN-001249,declined,insufficient_funds,2026-06-07T23:04:45Z
AUTH-001049,TXN-000116,approved,,2026-06-19T11:53:13Z
AUTH-001050,TXN-000986,approved,,2026-06-11T19:37:52Z
AUTH-001051,TXN-000443,approved,,2026-06-21T19:45:37Z
AUTH-001052,TXN-000495,approved,,2026-12-17T18:35:41Z
AUTH-001053,TXN-000575,approved,,2026-06-13T11:30:33Z
AUTH-001054,TXN-001871,approved,,2026-06-09T05:18:21Z
AUTH-001055,TXN-001149,approved,,2026-06-18T15:00:27Z
AUTH-001056,TXN-000815,approved,,2026-06-21T03:31:59Z
AUTH-001057,TXN-001775,declined,do_not_honour,2026-06-28T06:17:57Z
AUTH-001058,TXN-000439,approved,,2026-06-15T18:51:32Z
AUTH-001059,TXN-001503,approved,,2026-06-10T00:36:20Z
AUTH-001060,TXN-000945,approved,,2026-07-22T16:27:11Z
AUTH-001061,TXN-000788,approved,,2027-07-05T15:02:04Z
AUTH-001062,TXN-000033,approved,,2026-06-12T18:59:57Z
AUTH-001063,TXN-000844,approved,,2026-07-02T12:07:08Z
AUTH-001064,TXN-000615,approved,,2026-06-11T11:34:35Z
AUTH-001065,TXN-001197,approved,,2026-07-04T03:25:08Z
AUTH-001066,TXN-001187,approved,,2026-06-21T06:48:31Z
AUTH-001067,TXN-001037,approved,,2027-01-15T22:46:55Z
AUTH-001068,TXN-000148,approved,,2026-06-13T04:12:37Z
AUTH-001069,TXN-001788,approved,,2026-06-06T08:55:29Z
AUTH-001070,TXN-001372,approved,,2026-06-10T08:15:50Z
AUTH-001071,TXN-001971,approved,,2026-06-19T13:10:53Z
AUTH-001072,TXN-001631,approved,,2026-06-30T20:29:54Z
AUTH-001073,TXN-001794,declined,insufficient_funds,2026-07-05T10:49:31Z
AUTH-001074,TXN-001142,approved,,2026-07-13T23:51:41Z
AUTH-001075,TXN-000013,declined,suspected_fraud,2026-06-05T21:52:30Z
AUTH-001076,TXN-001332,approved,,2026-06-20T17:20:09Z
AUTH-001077,TXN-000604,approved,,2026-07-18T00:24:25Z
AUTH-001078,TXN-000677,approved,,2026-07-02T19:47:11Z
AUTH-001079,TXN-000779,approved,,2026-06-17T19:29:29Z
AUTH-001080,TXN-000352,approved,,2026-06-09T17:40:32Z
AUTH-001081,TXN-001161,approved,,2026-12-16T02:11:15Z
AUTH-001082,TXN-001806,approved,,2026-06-17T04:48:40Z
AUTH-001083,TXN-000143,declined,incorrect_pin,2026-06-16T06:33:40Z
AUTH-001084,TXN-001801,approved,,2026-06-21T23:49:02Z
AUTH-001085,TXN-001343,approved,,2026-07-02T07:54:41Z
AUTH-001086,TXN-001006,approved,,2026-06-17T06:27:06Z
AUTH-001087,TXN-001861,declined,insufficient_funds,2026-06-11T12:03:20Z
AUTH-001088,TXN-000962,approved,,2026-06-15T02:44:56Z
AUTH-001089,TXN-000859,approved,,2026-06-26T17:01:22Z
AUTH-001090,TXN-001079,approved,,2026-06-28T01:06:49Z
AUTH-001091,TXN-001632,approved,,2026-09-04T04:54:57Z
AUTH-001092,TXN-000332,approved,,2026-06-22T15:16:26Z
AUTH-001093,TXN-000439,approved,,2026-06-15T18:51:32Z
AUTH-001094,TXN-001911,approved,,2026-06-27T06:49:11Z
AUTH-001095,TXN-000796,approved,,2026-07-03T07:54:25Z
AUTH-001096,TXN-001795,approved,,2026-06-20T10:55:45Z
AUTH-001097,TXN-000901,approved,,2026-06-29T06:57:28Z
AUTH-001098,TXN-000531,approved,,2026-06-18T06:25:55Z
AUTH-001099,TXN-001856,approved,,2026-06-29T19:19:39Z
AUTH-001100,TXN-000580,approved,,2026-06-28T23:25:20Z
AUTH-001101,TXN-001536,approved,,2026-07-04T15:56:17Z
AUTH-001102,TXN-001868,approved,,2026-06-17T02:56:01Z
AUTH-001103,TXN-001003,approved,,2026-07-01T12:57:46Z
AUTH-001104,TXN-001141,approved,,2026-07-03T04:56:38Z
AUTH-001105,TXN-999999,approved,,2026-06-13T11:14:07Z
AUTH-001106,TXN-001165,approved,,2026-06-25T09:50:17Z
AUTH-001107,TXN-001359,approved,,2026-06-09T19:43:41Z
AUTH-001108,TXN-001663,declined,do_not_honour,2026-11-17T01:14:12Z
AUTH-001109,TXN-001892,approved,,2026-06-19T23:25:37Z
AUTH-001110,TXN-000978,approved,,2026-07-02T04:14:38Z
AUTH-001111,TXN-000617,approved,,2026-06-27T22:28:25Z
AUTH-001112,TXN-000179,approved,,2026-06-16T06:21:20Z
AUTH-001113,TXN-001506,approved,,2026-06-19T20:09:40Z
AUTH-001114,TXN-000685,approved,,2026-06-12T01:22:28Z
AUTH-001115,TXN-000731,approved,,2026-06-26T15:00:52Z
AUTH-001116,TXN-001472,approved,,2026-06-08T01:16:29Z
AUTH-001117,TXN-000427,approved,,2026-06-29T19:47:32Z
AUTH-001118,TXN-000097,approved,,2026-06-06T21:25:41Z
AUTH-001119,TXN-001485,approved,,2026-06-08T06:24:24Z
AUTH-001120,TXN-000698,approved,,2026-06-24T03:49:24Z
AUTH-001121,TXN-001065,declined,do_not_honour,2026-06-29T00:37:55Z
AUTH-001122,TXN-000023,approved,,2026-06-06T16:46:26Z
AUTH-001123,TXN-001522,approved,,2026-06-18T04:28:04Z
AUTH-001124,TXN-001899,approved,,2026-06-18T18:08:28Z
AUTH-001125,TXN-001752,approved,,2026-06-19T05:32:19Z
AUTH-001126,TXN-001533,approved,,2026-06-06T00:47:51Z
AUTH-001127,TXN-000559,approved,,2026-06-26T22:37:07Z
AUTH-001128,TXN-001774,approved,,2026-06-09T23:50:48Z
AUTH-001129,TXN-001437,approved,,2026-07-02T00:25:36Z
AUTH-001130,TXN-001487,approved,,2026-06-28T03:33:29Z
AUTH-001131,TXN-000078,approved,,2026-06-30T23:37:35Z
AUTH-001132,TXN-000963,approved,,2026-06-10T08:28:06Z
AUTH-001133,TXN-001900,declined,incorrect_pin,2026-07-04T00:54:01Z
AUTH-001134,TXN-000538,declined,insufficient_funds,2026-06-19T09:14:33Z
AUTH-001135,TXN-001513,approved,,2026-06-27T19:18:39Z
AUTH-001136,TXN-000694,approved,,2026-06-17T10:56:34Z
AUTH-001137,TXN-000402,approved,,2026-07-04T02:24:31Z
AUTH-001138,TXN-999999,approved,,2026-06-13T16:07:46Z
AUTH-001139,TXN-000720,approved,,2026-07-22T17:27:55Z
AUTH-001140,TXN-000500,approved,,2026-07-23T15:33:54Z
AUTH-001141,TXN-000576,approved,,2026-06-25T12:37:51Z
AUTH-001142,TXN-000478,declined,insufficient_funds,2026-07-02T05:43:46Z
AUTH-001143,TXN-001175,approved,,2026-06-23T05:21:48Z
AUTH-001144,TXN-000408,declined,suspected_fraud,2026-07-05T22:01:20Z
AUTH-001145,TXN-001580,approved,,2026-06-22T23:55:17Z
AUTH-001146,TXN-000275,approved,,2026-06-05T01:49:03Z
AUTH-001147,TXN-001036,approved,,2026-06-06T01:48:27Z
AUTH-001148,TXN-000452,approved,,2026-06-21T02:17:26Z
AUTH-001149,TXN-000020,approved,,2026-06-10T22:02:52Z
AUTH-001150,TXN-001463,approved,,2026-06-16T13:46:21Z
AUTH-001151,TXN-001842,approved,,2026-06-16T06:59:07Z
AUTH-001152,TXN-001749,approved,,2026-06-28T08:48:37Z
AUTH-001153,TXN-001934,approved,,2026-06-18T15:37:39Z
AUTH-001154,TXN-001275,approved,,2026-06-10T07:39:23Z
AUTH-001155,TXN-999999,approved,,2026-07-25T20:21:11Z
AUTH-001156,TXN-001845,approved,,2026-07-04T18:44:24Z
AUTH-001157,TXN-001014,approved,,2026-06-17T06:19:13Z
AUTH-001158,TXN-001536,approved,,2026-07-04T15:56:17Z
AUTH-001159,TXN-001341,approved,,2026-06-14T19:56:29Z
AUTH-001160,TXN-001485,approved,,2026-06-08T06:24:24Z
AUTH-001161,TXN-001435,approved,,2026-06-05T18:57:22Z
AUTH-001162,TXN-000700,declined,do_not_honour,2026-08-16T16:02:30Z
AUTH-001163,TXN-000079,approved,,2026-07-03T21:18:51Z
AUTH-001164,TXN-000434,approved,,2026-06-13T04:41:40Z
AUTH-001165,TXN-000639,approved,,2026-06-27T23:48:42Z
AUTH-001166,TXN-000188,approved,,2026-06-22T11:26:05Z
AUTH-001167,TXN-000313,approved,,2026-06-19T19:04:12Z
AUTH-001168,TXN-999999,declined,expired_card,2026-07-05T13:25:20Z
AUTH-001169,TXN-001598,approved,,2026-06-22T20:42:15Z
AUTH-001170,TXN-000903,declined,do_not_honour,2026-06-08T07:56:09Z
AUTH-001171,TXN-001274,approved,,2026-06-12T11:05:40Z
AUTH-001172,TXN-001658,approved,,2026-06-29T06:30:10Z
AUTH-001173,TXN-000080,approved,,2026-06-26T07:18:40Z
AUTH-001174,TXN-001257,approved,,2026-06-16T16:34:10Z
AUTH-001175,TXN-001148,declined,do_not_honour,2026-06-27T20:34:48Z
AUTH-001176,TXN-001158,approved,,2026-06-27T23:19:30Z
AUTH-001177,TXN-000103,approved,,2026-06-11T06:59:53Z
AUTH-001178,TXN-001732,approved,,2026-07-05T01:46:42Z
AUTH-001179,TXN-001144,approved,,2026-06-10T06:08:15Z
AUTH-001180,TXN-001689,approved,,2026-07-29T15:49:01Z
AUTH-001181,TXN-000235,approved,,2026-06-07T15:09:49Z
AUTH-001182,TXN-000401,approved,,2026-06-23T09:39:52Z
AUTH-001183,TXN-000762,declined,incorrect_pin,2026-06-11T01:01:31Z
AUTH-001184,TXN-001718,approved,,2026-06-06T13:27:35Z
AUTH-001185,TXN-001864,approved,,2026-06-07T22:52:23Z
AUTH-001186,TXN-000791,approved,,2026-06-14T13:35:55Z
AUTH-001187,TXN-000657,approved,,2026-06-08T10:16:41Z
AUTH-001188,TXN-001262,approved,,2026-06-12T19:44:51Z
AUTH-001189,TXN-000800,approved,,2026-06-15T05:32:21Z
AUTH-001190,TXN-001740,approved,,2026-06-14T20:23:59Z
AUTH-001191,TXN-001619,approved,,2026-06-23T01:47:38Z
AUTH-001192,TXN-000656,approved,,2026-10-04T04:18:21Z
AUTH-001193,TXN-000251,approved,,2026-06-13T16:20:37Z
AUTH-001194,TXN-000727,approved,,2026-07-02T10:27:11Z
AUTH-001195,TXN-001989,approved,,2026-06-29T02:59:13Z
AUTH-001196,TXN-000136,approved,,2026-06-09T23:51:46Z
AUTH-001197,TXN-001985,approved,,2026-06-29T19:48:26Z
AUTH-001198,TXN-000535,approved,,2026-06-12T11:04:22Z
AUTH-001199,TXN-001049,approved,,2026-06-25T05:06:44Z
AUTH-001200,TXN-000897,approved,,2026-06-27T04:47:01Z
AUTH-001201,TXN-000377,declined,insufficient_funds,2026-06-26T22:08:14Z
AUTH-001202,TXN-001985,approved,,2026-06-29T19:48:26Z
AUTH-001203,TXN-001780,approved,,2026-06-21T03:21:56Z
