device_id,transaction_id,device_type,ip,geo_country
DEV-000934,TXN-000648,mobile_ios,210.209.17.208,NZ
DEV-000935,TXN-000846,pos_terminal,193.154.54.219,US
DEV-000936,TXN-000975,web,143.20.181.162,AU
DEV-000937,TXN-999999,mobile_android,70.31.175.41,US
DEV-000938,TXN-001334,mobile_ios,215.4.79.97,US
DEV-000939,TXN-000339,atm,163.84.105.203,NZ
DEV-000940,TXN-999999,mobile_ios,135.54.34.120,SG
DEV-000941,TXN-000715,atm,62.92.199.170,AU
DEV-000942,TXN-000206,atm,130.194.103.243,US
DEV-000943,TXN-000977,mobile_android,50.62.127.67,AU
DEV-000944,TXN-001466,mobile_ios,117.89.69.82,GB
DEV-000945,TXN-000857,web,195.208.5.238,GB
DEV-000946,TXN-001187,mobile_ios,67.91.114.208,GB
DEV-000947,TXN-001114,atm,208.238.26.49,US
DEV-000948,TXN-000403,web,178.68.123.32,AU
DEV-000949,TXN-000429,atm,52.220.186.251,SG
DEV-000950,TXN-001886,mobile_ios,148.216.5.185,AU
DEV-000951,TXN-001761,web,26.111.172.216,US
DEV-000952,TXN-999999,mobile_android,90.103.246.192,US
DEV-000953,TXN-001823,mobile_android,101.112.250.181,GB
DEV-000954,TXN-001460,web,123.224.17.39,GB
DEV-000955,TXN-000649,mobile_ios,5.40.214.248,NZ
DEV-000956,TXN-000113,web,3.209.233.32,AU
DEV-000957,TXN-001688,mobile_ios,114.46.182.155,US
DEV-000958,TXN-000440,atm,187.121.146.31,SG
DEV-000959,TXN-001356,mobile_android,136.36.60.215,NZ
DEV-000960,TXN-000525,pos_terminal,35.209.85.118,US
DEV-000961,TXN-000649,,157.203.80.91,SG
DEV-000962,TXN-001213,,149.253.38.56,GB
DEV-000963,TXN-000285,pos_terminal,21.4.104.133,GB
DEV-000964,TXN-000509,mobile_ios,199.87.1.200,SG
DEV-000965,TXN-000180,mobile_ios,198.186.205.197,AU
DEV-000966,TXN-000803,pos_terminal,119.211.209.108,GB
DEV-000967,TXN-999999,mobile_android,61.157.232.89,NZ
DEV-000968,TXN-000477,pos_terminal,155.102.41.5,GB
DEV-000969,TXN-000865,web,192.183.238.60,AU
DEV-000970,TXN-001059,web,142.59.232.239,US
DEV-000971,TXN-001613,pos_terminal,199.2.153.135,AU
DEV-000972,TXN-001817,web,173.20.130.146,US
DEV-000973,TXN-001777,pos_terminal,177.19.107.105,NZ
DEV-000974,TXN-000459,web,191.86.44.166,US
DEV-000975,TXN-000479,pos_terminal,193.231.166.101,US
DEV-000976,TXN-001250,mobile_android,128.203.137.204,US
DEV-000977,TXN-001737,atm,203.183.207.69,AU
DEV-000978,TXN-001897,atm,102.244.204.197,AU
DEV-000979,TXN-000635,atm,198.24.65.63,GB
DEV-000980,TXN-001770,pos_terminal,181.45.125.32,US
DEV-000981,TXN-000732,pos_terminal,208.199.254.195,AU
DEV-000982,TXN-001632,mobile_ios,136.223.54.213,GB
DEV-000983,TXN-001279,mobile_ios,219.218.124.1,GB
DEV-000984,TXN-001135,web,208.11.43.197,NZ
DEV-000985,TXN-001810,web,218.167.42.197,AU
DEV-000986,TXN-000910,atm,221.160.253.193,NZ
DEV-000987,TXN-000843,mobile_android,182.160.241.139,AU
DEV-000988,TXN-001029,mobile_ios,218.190.2.192,GB
DEV-000989,TXN-001712,atm,197.116.185.238,AU
DEV-000990,TXN-000393,atm,87.101.215.55,NZ
DEV-000991,TXN-001798,atm,187.178.194.65,NZ
DEV-000992,TXN-000455,pos_terminal,132.73.211.44,AU
DEV-000993,TXN-001328,mobile_android,202.104.208.22,AU
DEV-000994,TXN-001126,web,8.244.92.33,NZ
DEV-000995,TXN-001508,web,223.79.209.134,AU
DEV-000996,TXN-000048,web,199.107.106.29,NZ
DEV-000997,TXN-001125,mobile_ios,195.72.39.170,SG
DEV-000998,TXN-001938,pos_terminal,171.177.20.85,AU
DEV-000999,TXN-001684,pos_terminal,151.220.46.84,AU
DEV-001000,TXN-000104,web,135.218.120.172,SG
DEV-001001,TXN-000859,web,185.90.58.198,GB
DEV-001002,TXN-000352,mobile_android,178.25.159.11,NZ
DEV-001003,TXN-001211,mobile_ios,7.169.185.232,NZ
DEV-001004,TXN-000458,pos_terminal,75.113.167.36,SG
DEV-001005,TXN-001025,pos_terminal,174.78.203.70,GB
DEV-001006,TXN-000156,mobile_ios,71.43.105.34,US
DEV-001007,TXN-001674,atm,212.208.225.83,AU
DEV-001008,TXN-001935,web,33.115.193.231,NZ
DEV-001009,TXN-001072,mobile_ios,136.115.34.233,NZ
DEV-001010,TXN-001018,pos_terminal,156.104.51.254,US
DEV-001011,TXN-000228,pos_terminal,201.42.131.97,GB
DEV-001012,TXN-001483,pos_terminal,78.222.118.135,NZ
DEV-001013,TXN-001266,web,201.165.146.132,NZ
DEV-001014,TXN-001336,,218.113.26.37,SG
DEV-001015,TXN-000843,mobile_ios,190.63.138.38,NZ
DEV-001016,TXN-999999,mobile_android,136.113.240.61,GB
DEV-001017,TXN-000742,mobile_android,144.163.246.80,AU
DEV-001018,TXN-001594,pos_terminal,125.39.15.210,SG
DEV-001019,TXN-001585,atm,82.51.80.176,AU
DEV-001020,TXN-001902,pos_terminal,174.164.166.26,GB
DEV-001021,TXN-001124,pos_terminal,205.117.79.123,SG
DEV-001022,TXN-000298,web,20.233.88.244,US
DEV-001023,TXN-001291,pos_terminal,66.162.57.178,US
DEV-001024,TXN-000832,pos_terminal,190.27.194.127,SG
DEV-001025,TXN-000218,atm,141.33.67.243,GB
DEV-001026,TXN-001733,mobile_ios,202.162.70.115,NZ
DEV-001027,TXN-000603,mobile_android,156.179.15.241,GB
DEV-001028,TXN-001296,pos_terminal,198.205.51.5,NZ
DEV-001029,TXN-001131,atm,3.158.69.150,GB
DEV-001030,TXN-001335,mobile_android,167.84.34.133,AU
DEV-001031,TXN-000207,mobile_android,149.51.179.185,SG
DEV-001032,TXN-001117,atm,202.242.164.107,US
DEV-001033,TXN-001637,pos_terminal,174.150.157.12,NZ
DEV-001034,TXN-001665,pos_terminal,203.241.45.212,US
DEV-001035,TXN-000278,mobile_ios,191.83.208.114,GB
DEV-001036,TXN-001534,pos_terminal,71.122.229.231,US
DEV-001037,TXN-001964,atm,142.26.116.242,AU
DEV-001038,TXN-000872,pos_terminal,148.227.48.50,NZ
DEV-001039,TXN-000128,mobile_android,44.125.85.88,NZ
DEV-001040,TXN-999999,,206.57.49.225,US
DEV-001041,TXN-001468,mobile_ios,92.130.98.158,NZ
DEV-001042,TXN-000360,pos_terminal,200.89.121.86,GB
DEV-001043,TXN-000814,mobile_android,223.177.228.106,AU
DEV-001044,TXN-001113,atm,177.203.36.93,SG
DEV-001045,TXN-001278,web,212.187.249.31,NZ
DEV-001046,TXN-001107,pos_terminal,192.43.212.2,SG
DEV-001047,TXN-000970,mobile_android,146.55.182.47,SG
DEV-001048,TXN-001399,web,156.132.81.93,AU
DEV-001049,TXN-001823,mobile_ios,222.55.13.156,SG
DEV-001050,TXN-001647,pos_terminal,198.46.40.254,SG
DEV-001051,TXN-000634,web,155.32.17.18,US
DEV-001052,TXN-000230,web,196.142.234.212,US
DEV-001053,TXN-001165,pos_terminal,205.38.44.90,US
DEV-001054,TXN-000588,pos_terminal,109.93.221.243,NZ
DEV-001055,TXN-000044,atm,3.128.202.123,US
DEV-001056,TXN-001394,mobile_ios,81.126.56.83,NZ
DEV-001057,TXN-000992,mobile_android,157.147.95.159,GB
DEV-001058,TXN-000014,pos_terminal,205.24.109.52,SG
DEV-001059,TXN-001929,mobile_android,88.110.233.126,GB
DEV-001060,TXN-001934,mobile_ios,177.89.248.213,AU
DEV-001061,TXN-001887,mobile_android,164.220.213.83,US
DEV-001062,TXN-000499,mobile_ios,190.212.152.243,GB
DEV-001063,TXN-001138,mobile_ios,64.40.22.27,AU
DEV-001064,TXN-000550,mobile_android,111.143.135.85,US
DEV-001065,TXN-000955,web,50.105.127.67,AU
DEV-001066,TXN-001681,pos_terminal,143.169.253.6,NZ
DEV-001067,TXN-000765,web,81.189.236.130,SG
DEV-001068,TXN-000101,atm,172.72.138.112,NZ
DEV-001069,TXN-000643,mobile_ios,203.62.192.71,GB
DEV-001070,TXN-000199,web,216.64.207.176,AU
DEV-001071,TXN-001932,atm,200.122.116.37,SG
DEV-001072,TXN-001269,mobile_android,176.143.186.176,NZ
DEV-001073,TXN-000883,pos_terminal,131.190.162.100,SG
DEV-001074,TXN-001568,mobile_ios,106.42.255.80,GB
DEV-001075,TXN-001979,pos_terminal,145.115.110.90,AU
DEV-001076,TXN-000583,atm,150.200.114.124,US
DEV-001077,TXN-000782,mobile_ios,105.58.174.156,NZ
DEV-001078,TXN-001199,pos_terminal,213.221.41.219,NZ
DEV-001079,TXN-001178,mobile_android,42.178.90.216,AU
DEV-001080,TXN-001240,pos_terminal,218.30.101.86,AU
DEV-001081,TXN-001522,atm,195.21.249.87,SG
DEV-001082,TXN-001321,pos_terminal,202.185.156.146,SG
DEV-001083,TXN-001284,mobile_android,54.129.24.114,GB
DEV-001084,TXN-000395,atm,82.2.191.167,NZ
DEV-001085,TXN-001423,web,166.151.135.140,NZ
DEV-001086,TXN-001040,mobile_android,168.83.120.142,US
DEV-001087,TXN-000389,web,78.38.185.63,SG
DEV-001088,TXN-001202,web,19.165.157.145,GB
DEV-001089,TXN-000925,mobile_ios,132.227.190.51,GB
DEV-001090,TXN-000731,mobile_android,16.142.95.62,GB
DEV-001091,TXN-001255,web,151.52.82.200,AU
DEV-001092,TXN-000720,mobile_ios,26.242.8.162,AU
DEV-001093,TXN-001087,pos_terminal,33.215.50.58,SG
DEV-001094,TXN-001099,mobile_android,193.113.216.227,US
DEV-001095,TXN-001239,mobile_android,20.142.53.42,AU
DEV-001096,TXN-001858,atm,212.2.209.205,NZ
DEV-001097,TXN-001487,web,69.7.221.27,SG
DEV-001098,TXN-001412,mobile_ios,179.147.58.108,SG
DEV-001099,TXN-000565,atm,94.254.8.61,NZ
DEV-001100,TXN-000422,mobile_android,134.230.122.224,SG
DEV-001101,TXN-000387,web,17.229.128.54,SG
DEV-001102,TXN-000052,atm,144.49.91.61,AU
DEV-001103,TXN-000695,pos_terminal,64.168.77.138,NZ
DEV-001104,TXN-001458,web,22.146.165.128,AU
DEV-001105,TXN-001103,mobile_android,196.189.55.114,NZ
DEV-001106,TXN-001345,atm,210.231.170.6,SG
DEV-001107,TXN-001681,mobile_ios,24.224.66.234,AU
DEV-001108,TXN-001010,web,213.35.73.32,SG
DEV-001109,TXN-001337,atm,194.247.160.82,SG
DEV-001110,TXN-000217,atm,204.202.247.235,SG
DEV-001111,TXN-000719,atm,194.222.52.190,AU
DEV-001112,TXN-000197,pos_terminal,217.4.248.136,NZ
DEV-001113,TXN-000913,web,4.8.221.154,US
DEV-001114,TXN-000958,mobile_android,214.217.54.202,NZ
DEV-001115,TXN-000537,web,192.95.204.55,GB
DEV-001116,TXN-000388,mobile_android,181.236.140.229,GB
DEV-001117,TXN-000881,pos_terminal,179.111.51.205,SG
DEV-001118,TXN-001442,pos_terminal,28.37.206.120,AU
DEV-001119,TXN-001824,mobile_android,142.144.63.142,GB
DEV-001120,TXN-000881,mobile_ios,148.29.43.4,NZ
DEV-001121,TXN-000647,mobile_ios,121.22.89.57,NZ
DEV-001122,TXN-001784,pos_terminal,164.156.194.83,AU
DEV-001123,TXN-000283,atm,203.149.14.51,SG
DEV-001124,TXN-000696,mobile_ios,152.160.64.252,US
DEV-001125,TXN-001710,web,147.247.235.215,SG
DEV-001126,TXN-000499,atm,198.241.167.23,SG
DEV-001127,TXN-000647,atm,50.153.3.240,GB
DEV-001128,TXN-000257,mobile_android,132.116.121.245,NZ
DEV-001129,TXN-000806,pos_terminal,175.120.66.142,GB
DEV-001130,TXN-000064,mobile_ios,95.119.42.189,SG
DEV-001131,TXN-999999,mobile_ios,222.4.146.242,AU
DEV-001132,TXN-000534,atm,200.87.11.202,SG
DEV-001133,TXN-000725,atm,89.163.212.12,AU
DEV-001134,TXN-001902,atm,204.208.83.180,NZ
DEV-001135,TXN-000305,mobile_ios,196.172.197.199,AU
DEV-001136,TXN-001764,mobile_ios,102.203.221.77,NZ
DEV-001137,TXN-000321,mobile_android,153.223.223.28,AU
DEV-001138,TXN-000322,mobile_android,91.46.90.139,SG
DEV-001139,TXN-000402,mobile_android,216.188.49.110,US
DEV-001140,TXN-001741,mobile_android,199.182.82.98,GB
DEV-001141,TXN-000647,mobile_android,188.241.51.178,SG
DEV-001142,TXN-001212,mobile_android,180.183.73.224,US
DEV-001143,TXN-000377,atm,144.11.77.122,SG
DEV-001144,TXN-000087,mobile_ios,136.157.108.120,NZ
DEV-001145,TXN-000048,pos_terminal,67.97.239.28,US
DEV-001146,TXN-000649,mobile_android,126.13.178.7,NZ
DEV-001147,TXN-000889,pos_terminal,100.41.217.176,GB
DEV-001148,TXN-001197,web,105.138.149.33,NZ
DEV-001149,TXN-000520,pos_terminal,63.128.0.10,NZ
DEV-001150,TXN-001638,mobile_ios,159.221.147.243,GB
DEV-001151,TXN-001509,web,186.254.230.60,NZ
DEV-001152,TXN-000341,mobile_ios,204.64.182.185,NZ
DEV-001153,TXN-000906,pos_terminal,170.121.254.74,US
DEV-001154,TXN-000458,mobile_ios,152.21.229.243,NZ
DEV-001155,TXN-001222,,130.26.95.254,NZ
DEV-001156,TXN-001732,mobile_ios,51.101.21.13,NZ
DEV-001157,TXN-000125,atm,221.200.35.196,US
DEV-001158,TXN-001297,atm,110.57.172.119,GB
DEV-001159,TXN-001139,web,167.217.78.217,SG
DEV-001160,TXN-001908,web,207.194.48.35,SG
DEV-001161,TXN-000275,mobile_ios,181.0.127.214,GB
DEV-001162,TXN-000643,pos_terminal,216.109.178.239,GB
DEV-001163,TXN-999999,atm,188.22.235.53,SG
DEV-001164,TXN-001980,atm,201.35.67.152,GB
DEV-001165,TXN-000912,mobile_ios,130.227.56.135,AU
DEV-001166,TXN-000309,web,27.41.255.164,US
DEV-001167,TXN-001682,atm,206.186.228.179,NZ
DEV-001168,TXN-000368,atm,150.22.210.197,SG
DEV-001169,TXN-999999,pos_terminal,131.156.221.72,US
DEV-001170,TXN-000897,pos_terminal,215.130.6.45,GB
DEV-001171,TXN-001685,web,210.183.215.186,GB
DEV-001172,TXN-001767,pos_terminal,217.193.215.197,NZ
DEV-001173,TXN-001274,mobile_android,96.40.94.194,NZ
DEV-001174,TXN-000199,mobile_android,222.191.197.10,US
DEV-001175,TXN-000906,mobile_android,192.245.232.252,NZ
DEV-001176,TXN-001900,web,158.15.144.42,AU
DEV-001177,TXN-999999,atm,218.32.226.168,GB
DEV-001178,TXN-000067,web,186.81.70.158,US
DEV-001179,TXN-001915,atm,223.160.162.67,GB
DEV-001180,TXN-001241,atm,45.45.154.23,GB
DEV-001181,TXN-000038,web,149.187.3.149,AU
DEV-001182,TXN-001229,web,55.64.222.129,SG
DEV-001183,TXN-001007,pos_terminal,132.210.15.236,AU
DEV-001184,TXN-001419,mobile_ios,216.124.38.141,AU
DEV-001185,TXN-999999,mobile_ios,110.110.180.59,NZ
DEV-001186,TXN-000074,mobile_android,37.226.163.28,NZ
DEV-001187,TXN-000678,web,192.102.16.29,AU
DEV-001188,TXN-999999,web,210.39.18.241,US
DEV-001189,TXN-001826,atm,195.230.172.192,NZ
DEV-001190,TXN-001413,mobile_android,132.232.6.6,GB
DEV-001191,TXN-001623,mobile_ios,193.153.141.172,NZ
DEV-001192,TXN-000955,atm,186.6.252.205,US
DEV-001193,TXN-001281,atm,116.5.46.58,AU
DEV-001194,TXN-001837,web,205.113.222.219,SG
DEV-001195,TXN-001065,mobile_ios,43.240.65.0,NZ
DEV-001196,TXN-001434,mobile_android,222.244.21.79,AU
DEV-001197,TXN-001610,mobile_android,169.237.225.18,NZ
DEV-001198,TXN-001863,mobile_android,203.143.84.103,NZ
DEV-001199,TXN-000409,mobile_android,222.204.176.224,SG
DEV-001200,TXN-001394,pos_terminal,83.55.183.118,SG
DEV-001201,TXN-000187,pos_terminal,132.31.148.163,NZ
DEV-001202,TXN-000288,pos_terminal,221.50.177.250,SG
DEV-001203,TXN-000291,pos_terminal,162.145.192.218,GB
DEV-001204,TXN-001594,web,183.142.96.39,GB
DEV-001205,TXN-000132,,137.152.251.68,US
DEV-001206,TXN-000085,atm,83.223.229.143,US
DEV-001207,TXN-000745,mobile_android,155.233.154.7,GB
DEV-001208,TXN-001014,mobile_android,177.47.34.116,NZ
DEV-001209,TXN-001429,web,72.187.71.137,US
DEV-001210,TXN-000575,pos_terminal,108.113.193.10,AU
DEV-001211,TXN-001491,mobile_android,204.86.125.236,US
DEV-001212,TXN-000077,web,208.163.23.169,NZ
DEV-001213,TXN-000986,mobile_android,18.175.141.2,NZ
DEV-001214,TXN-001269,pos_terminal,178.8.220.123,NZ
DEV-001215,TXN-001574,atm,170.92.121.64,SG
DEV-001216,TXN-000054,mobile_android,174.143.239.0,US
DEV-001217,TXN-001408,pos_terminal,71.184.155.206,NZ
DEV-001218,TXN-000329,atm,201.1.217.248,NZ
DEV-001219,TXN-000252,atm,170.243.202.107,US
DEV-001220,TXN-001021,atm,218.7.117.24,NZ
DEV-001221,TXN-000035,mobile_ios,166.61.60.232,AU
DEV-001222,TXN-000274,mobile_ios,203.59.16.73,NZ
DEV-001223,TXN-000271,mobile_ios,75.53.186.55,AU
DEV-001224,TXN-001348,mobile_ios,15.132.11.175,GB
DEV-001225,TXN-000645,,131.148.72.32,SG
DEV-001226,TXN-001737,atm,179.157.97.31,US
DEV-001227,TXN-001957,mobile_android,191.50.1.68,SG
DEV-001228,TXN-001319,web,216.227.49.235,NZ
DEV-001229,TXN-001011,pos_terminal,103.120.144.165,NZ
DEV-001230,TXN-001503,,130.58.81.82,NZ
DEV-001231,TXN-001248,mobile_android,200.55.252.6,SG
DEV-001232,TXN-001937,pos_terminal,196.245.109.148,SG
DEV-001233,TXN-000289,atm,185.229.135.13,US
DEV-001234,TXN-001809,pos_terminal,199.185.200.36,AU
DEV-001235,TXN-000805,mobile_ios,215.144.112.195,AU
DEV-001236,TXN-999999,atm,153.38.130.254,GB
DEV-001237,TXN-001763,mobile_android,143.17.200.188,AU
DEV-001238,TXN-001125,mobile_android,138.65.41.181,GB
DEV-001239,TXN-000982,pos_terminal,189.0.81.103,AU
DEV-001240,TXN-001898,pos_terminal,105.72.17.59,NZ
DEV-001241,TXN-001111,pos_terminal,154.109.245.76,SG
DEV-001242,TXN-000566,mobile_android,179.54.112.195,AU
DEV-001243,TXN-000702,mobile_ios,36.63.92.89,NZ
DEV-001244,TXN-000902,mobile_ios,148.233.197.198,AU
DEV-001245,TXN-000895,web,177.170.203.36,NZ
DEV-001246,TXN-001621,mobile_android,201.198.11.243,SG
DEV-001247,TXN-001835,mobile_ios,220.210.56.204,SG
DEV-001248,TXN-001755,pos_terminal,52.20.4.159,US
DEV-001249,TXN-001904,,213.12.225.167,NZ
DEV-001250,TXN-000977,mobile_android,40.83.113.98,NZ
DEV-001251,TXN-000138,mobile_ios,201.71.16.144,SG
DEV-001252,TXN-001600,web,136.139.108.179,NZ
DEV-001253,TXN-000164,pos_terminal,148.247.19.235,AU
DEV-001254,TXN-000115,atm,154.135.28.6,SG
DEV-001255,TXN-000126,pos_terminal,152.38.2.229,SG
DEV-001256,TXN-000494,mobile_ios,208.188.43.197,AU
DEV-001257,TXN-000782,pos_terminal,200.234.50.59,AU
DEV-001258,TXN-001804,pos_terminal,13.150.12.151,NZ
DEV-001259,TXN-999999,pos_terminal,181.102.114.230,AU
DEV-001260,TXN-001379,web,118.220.201.198,GB
DEV-001261,TXN-000380,atm,210.217.151.2,US
DEV-001262,TXN-001753,mobile_ios,135.130.171.196,NZ
DEV-001263,TXN-001202,mobile_ios,59.217.164.4,NZ
DEV-001264,TXN-999999,mobile_android,167.232.8.208,NZ
DEV-001265,TXN-000562,pos_terminal,77.0.85.111,US
DEV-001266,TXN-001469,mobile_ios,14.33.46.245,SG
DEV-001267,TXN-001231,mobile_ios,188.57.242.63,SG
DEV-001268,TXN-001474,atm,115.78.66.11,US
DEV-001269,TXN-001592,pos_terminal,217.14.17.82,GB
DEV-001270,TXN-000817,web,201.172.94.245,SG
DEV-001271,TXN-000729,mobile_ios,114.85.200.44,NZ
DEV-001272,TXN-000242,pos_terminal,108.48.84.163,AU
DEV-001273,TXN-000194,atm,47.228.113.6,US
DEV-001274,TXN-001367,mobile_android,190.169.71.201,US
DEV-001275,TXN-001029,web,72.134.109.253,NZ
DEV-001276,TXN-000835,mobile_ios,173.203.140.74,NZ
DEV-001277,TXN-000973,mobile_ios,220.69.152.66,US
DEV-001278,TXN-000658,web,216.51.0.5,GB
DEV-001279,TXN-001998,atm,67.194.153.20,GB
DEV-001280,TXN-000444,mobile_ios,97.224.244.140,GB
DEV-001281,TXN-001427,atm,168.23.77.85,GB
DEV-001282,TXN-000907,atm,88.97.72.106,US
DEV-001283,TXN-001880,mobile_ios,173.189.230.195,SG
DEV-001284,TXN-001150,mobile_android,12.84.57.86,SG
DEV-001285,TXN-000495,mobile_ios,213.111.139.220,AU
DEV-001286,TXN-001476,pos_terminal,218.218.137.42,GB
DEV-001287,TXN-000633,atm,148.78.237.151,GB
DEV-001288,TXN-001975,mobile_ios,205.34.101.205,NZ
DEV-001289,TXN-000898,pos_terminal,130.211.141.130,GB
DEV-001290,TXN-001940,web,126.143.223.81,AU
DEV-001291,TXN-000358,mobile_ios,221.195.67.195,SG
DEV-001292,TXN-001435,pos_terminal,171.13.136.152,AU
DEV-001293,TXN-001464,pos_terminal,193.135.11.71,SG
DEV-001294,TXN-000266,mobile_ios,213.71.140.38,SG
DEV-001295,TXN-000310,web,191.184.133.226,AU
DEV-001296,TXN-000828,atm,60.40.202.32,GB
DEV-001297,TXN-000607,atm,67.126.7.74,GB
DEV-001298,TXN-001113,web,94.24.137.27,NZ
DEV-001299,TXN-000540,pos_terminal,157.229.129.35,NZ
DEV-001300,TXN-999999,pos_terminal,159.172.158.64,US
DEV-001301,TXN-001909,atm,119.195.96.144,NZ
DEV-001302,TXN-001049,atm,137.121.182.70,US
DEV-001303,TXN-000863,atm,97.161.63.35,NZ
DEV-001304,TXN-001350,mobile_ios,138.197.88.103,SG
DEV-001305,TXN-001687,mobile_ios,206.46.173.86,GB
DEV-001306,TXN-000676,pos_terminal,196.217.126.96,US
DEV-001307,TXN-000331,pos_terminal,198.0.33.204,SG
DEV-001308,TXN-000240,mobile_ios,194.184.231.10,US
DEV-001309,TXN-000242,mobile_ios,168.126.8.88,SG
DEV-001310,TXN-000402,mobile_android,186.132.93.82,AU
DEV-001311,TXN-001774,web,105.243.172.198,AU
DEV-001312,TXN-000242,mobile_android,134.201.217.125,SG
DEV-001313,TXN-001702,mobile_ios,133.48.35.219,SG
DEV-001314,TXN-000818,pos_terminal,167.173.124.137,AU
DEV-001315,TXN-000905,mobile_android,184.158.65.178,SG
DEV-001316,TXN-001223,atm,201.81.85.74,NZ
DEV-001317,TXN-001040,atm,60.255.159.135,SG
DEV-001318,TXN-000145,,174.132.108.131,US
DEV-001319,TXN-000044,web,25.13.245.145,US
DEV-001320,TXN-000148,mobile_android,161.33.175.149,US
DEV-001321,TXN-001864,pos_terminal,199.195.69.172,NZ
DEV-001322,TXN-000331,atm,114.217.33.218,US
DEV-001323,TXN-001090,mobile_android,15.48.251.136,GB
DEV-001324,TXN-000612,mobile_ios,77.83.133.123,SG
DEV-001325,TXN-000823,pos_terminal,118.112.55.8,AU
DEV-001326,TXN-000679,atm,180.238.171.211,GB
DEV-001327,TXN-001017,web,110.234.240.169,US
DEV-001328,TXN-000951,mobile_ios,195.61.139.50,AU
DEV-001329,TXN-000783,mobile_android,206.223.82.152,GB
DEV-001330,TXN-001572,mobile_ios,219.194.52.208,US
DEV-001331,TXN-001904,atm,222.65.16.113,NZ
DEV-001332,TXN-001123,pos_terminal,155.19.150.163,GB
DEV-001333,TXN-000819,atm,55.145.45.221,SG
DEV-001334,TXN-000606,web,221.161.238.156,SG
DEV-001335,TXN-000165,,85.223.37.197,US
DEV-001336,TXN-000571,mobile_ios,180.246.84.184,SG
DEV-001337,TXN-000653,mobile_ios,178.175.226.17,NZ
DEV-001338,TXN-000653,atm,133.17.86.31,GB
DEV-001339,TXN-000999,mobile_ios,136.45.181.15,NZ
DEV-001340,TXN-001573,mobile_ios,196.254.159.6,GB
DEV-001341,TXN-000201,mobile_ios,209.134.253.112,GB
DEV-001342,TXN-000515,atm,209.113.106.222,NZ
DEV-001343,TXN-000995,web,221.152.228.62,GB
DEV-001344,TXN-000651,mobile_android,144.55.98.37,NZ
DEV-001345,TXN-000589,atm,133.59.182.97,SG
DEV-001346,TXN-001249,mobile_ios,222.207.231.130,GB
DEV-001347,TXN-999999,mobile_android,28.147.27.71,NZ
DEV-001348,TXN-001488,mobile_ios,83.12.168.40,GB
DEV-001349,TXN-000824,atm,190.143.88.70,AU
DEV-001350,TXN-000757,pos_terminal,216.123.125.72,SG
DEV-001351,TXN-000722,pos_terminal,174.191.175.48,NZ
DEV-001352,TXN-001157,mobile_android,80.152.169.35,NZ
DEV-001353,TXN-001080,atm,208.146.194.242,NZ
DEV-001354,TXN-001212,pos_terminal,112.54.126.226,GB
DEV-001355,TXN-001633,pos_terminal,61.115.79.151,GB
DEV-001356,TXN-001438,atm,223.147.59.13,NZ
DEV-001357,TXN-000114,web,187.139.23.23,NZ
DEV-001358,TXN-000427,atm,201.148.122.39,US
DEV-001359,TXN-000429,atm,136.165.180.253,NZ
DEV-001360,TXN-000159,pos_terminal,65.4.67.141,AU
DEV-001361,TXN-000179,pos_terminal,198.134.221.94,GB
DEV-001362,TXN-000191,web,124.148.163.76,US
DEV-001363,TXN-999999,pos_terminal,214.27.248.161,SG
DEV-001364,TXN-000543,web,111.106.48.235,AU
DEV-001365,TXN-001927,web,120.44.174.77,AU
DEV-001366,TXN-000890,mobile_ios,73.193.73.50,NZ
DEV-001367,TXN-999999,mobile_android,202.248.88.15,SG
DEV-001368,TXN-999999,web,156.196.223.233,NZ
DEV-001369,TXN-001521,web,217.111.66.71,US
DEV-001370,TXN-999999,web,193.200.145.71,AU
DEV-001371,TXN-001910,pos_terminal,96.210.65.64,SG
DEV-001372,TXN-000162,pos_terminal,192.123.162.105,NZ
DEV-001373,TXN-001895,atm,164.167.3.51,US
DEV-001374,TXN-001111,mobile_android,125.241.196.115,SG
DEV-001375,TXN-999999,atm,207.231.56.230,US
DEV-001376,TXN-999999,web,33.55.158.62,GB
DEV-001377,TXN-001639,mobile_ios,178.8.71.81,US
DEV-001378,TXN-000152,mobile_android,171.171.38.20,GB
DEV-001379,TXN-001046,atm,150.49.98.29,SG
DEV-001380,TXN-001171,mobile_android,176.170.115.74,AU
DEV-001381,TXN-001728,mobile_ios,107.19.65.171,US
DEV-001382,TXN-001433,web,142.218.199.3,US
DEV-001383,TXN-001780,atm,218.218.87.98,NZ
DEV-001384,TXN-000998,pos_terminal,192.46.253.175,SG
DEV-001385,TXN-000117,mobile_ios,28.125.235.205,US
DEV-001386,TXN-000546,mobile_ios,165.195.155.87,AU
DEV-001387,TXN-001292,pos_terminal,162.151.168.80,GB
DEV-001388,TXN-000884,mobile_ios,210.194.21.129,NZ
DEV-001389,TXN-001838,web,213.139.153.202,NZ
DEV-001390,TXN-001870,mobile_android,95.127.248.159,NZ
DEV-001391,TXN-001775,pos_terminal,31.204.152.137,US
DEV-001392,TXN-001826,atm,131.2.219.52,NZ
DEV-001393,TXN-001962,mobile_ios,103.11.17.65,AU
DEV-001394,TXN-000076,mobile_android,181.151.67.120,AU
DEV-001395,TXN-001445,pos_terminal,210.9.140.106,GB
DEV-001396,TXN-000452,atm,142.130.23.218,AU
DEV-001397,TXN-999999,atm,63.32.155.239,GB
